demanding,(VBZ is),is,C-A01BA.txt
falling,(VBZ is),is,C-A01BA.txt
being,(VBZ is),is,C-A01BA.txt
trying,(VBZ is),is,C-A01BA.txt
proceeding,(VBP are),are,C-A01BA.txt
trying,(VBZ is),is,C-A01BA.txt
bankrolling,(VBP are),are,C-A01BA.txt
directing,(VBP are),are,C-A01BA.txt
imprisoning,(VBZ is),is,C-A01BA.txt
torturing,(VBP are),are,C-A01BA.txt
making,(VBP are),are,C-A01BA.txt
making,(VBP are),are,C-A01BA.txt
going,(VBZ is),is,C-A01BA.txt
calling,(VBD was),was,C-A01BC.txt
charging,(VBD was),was,C-A01BC.txt
calling,(VBD was),was,C-A01BC.txt
claiming,(VBD was),was,C-A01BC.txt
facing,(VBD were),were,C-A02BA.txt
gorging,(VBD were),were,C-A02BA.txt
being,(VBP are),are,C-A02BA.txt
hollowing,(VBZ is),is,C-A02BA.txt
being,(VBZ is),is,C-A02BC.txt
scrambling,(VBD were),were,C-A02BD.txt
considering,(VBD was),was,C-A02BD.txt
doing,(VBD were),were,C-A02BD.txt
going,(VBP am),am,C-A03BA.txt
going,(VBZ is),is,C-A03BA.txt
trying,(VBP am),am,C-A03BA.txt
trying,(VBP are),are,C-A03BA.txt
urging,(VBZ is),is,C-A03BA.txt
losing,(VBZ is),is,C-A03BB.txt
predicting,(VBN been),been,C-A03BB.txt
happening,(VBD was),was,C-A03BC.txt
doing,(VBN been),been,C-A03BC.txt
going,(VBP 're),'re,C-A03BC.txt
disclosing,(VBP are),are,C-A03BC.txt
being,(VBP are),are,C-A04BA.txt
going,(VBP am),am,C-A04BA.txt
performing,(VBZ is),is,C-A04BA.txt
being,(VBD was),was,C-A04BB.txt
hampering,(VBD were),were,C-A04BB.txt
being,(VBP are),are,C-A04BB.txt
recording,(VBP are),are,C-A04BB.txt
undermining,(VBZ is),is,C-A04BB.txt
using,(VBP are),are,C-A04BC.txt
planting,(VBP are),are,C-A04BC.txt
planting,(VBP are),are,C-A04BC.txt
carrying,(VBD was),was,C-A05B.txt
doing,(VBP are),are,C-A05B.txt
terrifying,(VBD was),was,C-A05B.txt
going,(VBD were),were,C-A05B.txt
going,(VBD were),were,C-A05B.txt
rushing,(VBD was),was,C-A05B.txt
yelling,(VBN been),been,C-A05B.txt
screaming,(VBN been),been,C-A05B.txt
holding,(VBD was),was,C-A05B.txt
smoking,(VBD was),was,C-A05B.txt
trying,(VBD was),was,C-A05B.txt
talking,(VBD was),was,C-A05B.txt
liaising,(VBD were),were,C-A05B.txt
serving,(VBZ is),is,C-A05B.txt
carrying,(VBD was),was,C-A05B.txt
having,(VBP are),are,C-A05B.txt
claiming,(VBZ is),is,C-A05B.txt
flying,(VBD was),was,C-A05B.txt
focusing,(VBP are),are,C-A05B.txt
exploring,(VBP are),are,C-A05B.txt
stepping,(VBD were),were,C-A05B.txt
growing,(VBN been),been,C-A05B.txt
growing,(VBZ has),has,C-A05B.txt
examining,(VBD was),was,C-A05B.txt
